ReactionDeletions,NoOfDels,GrowthRate,ProductFlux,CouplingStrength,DistFromIdeal
ABTA ACACT2r AKGDH CBMKr CBPS F6PA GLYK MTHFC NDPK2 NDPK3 NDPK7 PDH PFL POX PYRtex RPE SERtex TPI,18,0.02951002,2.58899551,0.170751832767311,1.29670312514719
ABTA AKGDH CBMKr CBPS F6PA GLYK IMPD MTHFC NDPK2 NDPK3 NDPK7 PDH PFL POX PYRtex RPE SERtex TPI,18,0.02983791,2.58895965,0.170749895016105,1.29591158681382
ABTA AKGDH CBMKr CBPS F6PA GLYK IMPD MTHFC NDPK2 NDPK3 PDH PFL POX PYRtex RPE SERtex TPI,17,0.02984184,2.58880843,0.170741482428697,1.29591231983209
ABTA AKGDH CBMKr CBPS F6PA GLYK MTHFC NDPK2 NDPK3 NDPK7 PDH PFL POX PYRtex RPE SERtex TPI,17,0.02989467,2.58871672,0.170736790203739,1.29579052067193
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,25,0.02854731,2.58863329,0.180661505409792,1.29557090219804
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,24,0.02854735,2.58863312,0.180661602565562,1.2955707789386
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,24,0.02854742,2.58863284,0.180661509866741,1.29557065462523
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,24,0.02854736,2.58863275,0.18066153928069,1.29557079463843
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,24,0.02854745,2.58863269,0.180661670306805,1.29557053251987
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,23,0.02854749,2.58863253,0.180661767461868,1.29557040877916
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,23,0.02854755,2.58863224,0.180661387754816,1.29557041004137
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,22,0.02854759,2.58863207,0.180661484909935,1.2955702867822
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,22,0.02854753,2.58863199,0.180661514323656,1.2955704263139
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,21,0.02854763,2.58863154,0.180661582064781,1.29557018085842
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,24,0.02854844,2.58862823,0.180661009848524,1.29556857006049
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,23,0.02854848,2.58862806,0.180661107001143,1.29556844680241
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,23,0.02854855,2.58862777,0.180661364587694,1.29556819999665
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,23,0.02854849,2.58862769,0.180661394000173,1.29556833952849
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,23,0.02854858,2.58862763,0.180661174741441,1.29556820038479
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,22,0.02854862,2.58862746,0.180661271893352,1.29556807712699
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,22,0.02854859,2.58862724,0.180661461739442,1.29556809407432
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,22,0.02854868,2.58862718,0.180661242481264,1.29556795493048
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,21,0.02854872,2.58862701,0.18066133963274,1.29556783167285
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,21,0.02854866,2.58862692,0.180661369044992,1.29556797168626
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH Kt2pp NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,20,0.02854876,2.58862647,0.180661086506034,1.29556784920429
ABTA AKGDH CBMKr CBPS F6PA GLYK MTHFC NDPK2 NDPK3 PDH PFL POX PYRtex RPE SERtex TPI,16,0.02989862,2.58856518,0.170728281104613,1.29579125964824
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,24,0.02857738,2.58849845,0.180653719830159,1.29550695864218
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,23,0.02857742,2.58849828,0.180653816894597,1.29550683542164
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,23,0.02857748,2.58849799,0.180653787527802,1.29550671370417
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,23,0.02857752,2.58849785,0.180653884591805,1.29550658903884
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,22,0.02857746,2.58849774,0.180653913958763,1.29550673002252
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,22,0.02857755,2.58849768,0.180653694945858,1.29550659081148
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,22,0.02857762,2.58849739,0.180653952288539,1.29550634410123
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,22,0.02857756,2.58849731,0.180653981655537,1.2955064836399
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,21,0.02857765,2.58849722,0.180653762643184,1.2955063458737
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,21,0.02857766,2.58849685,0.180653699428155,1.29550636155645
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,20,0.02857769,2.58849669,0.180653509783331,1.2955063628471
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,23,0.02857851,2.58849337,0.180653575011433,1.29550450458378
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,22,0.02857855,2.5884932,0.180653672072236,1.29550438136477
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,22,0.02857861,2.58849292,0.180653292794856,1.29550438201573
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,22,0.02857865,2.58849277,0.180653739767274,1.29550413498349
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,21,0.02857869,2.5884926,0.1806534869163,1.29550413461451
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,21,0.02857866,2.58849238,0.180653676554464,1.29550415162902
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,21,0.02857875,2.58849232,0.180653457551502,1.29550401241527
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,20,0.02857879,2.58849215,0.180653554611654,1.29550388919654
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,20,0.02857873,2.58849206,0.180653583976615,1.29550402921722
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,19,0.02857883,2.58849161,0.180653651671534,1.29550378379944
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,23,0.02859045,2.58831515,0.180643536565531,1.29548756176676
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,22,0.02859048,2.58831498,0.18064334701621,1.29548756351183
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,22,0.02859055,2.5883147,0.180643604267844,1.29548731636007
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,22,0.02859058,2.58831455,0.180643414719114,1.29548731714137
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,21,0.02859062,2.58831438,0.180643511753155,1.29548719393673
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,21,0.02859068,2.5883141,0.180643132657216,1.29548719453527
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,20,0.02859072,2.58831393,0.180643229691312,1.29548707133064
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,20,0.02859066,2.58831384,0.180643259022352,1.29548721135938
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,19,0.02859076,2.58831339,0.180643326725138,1.2954869659527
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,22,0.02859158,2.58831006,0.180643042462152,1.29548523099413
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,21,0.02859162,2.58830989,0.18064313949332,1.29548510779073
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,21,0.02859168,2.58830961,0.180643110163516,1.29548498558856
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,21,0.02859171,2.58830946,0.180642920622796,1.29548498636745
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,20,0.02859172,2.58830944,0.180643207194251,1.29548486238534
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,20,0.02859166,2.58830935,0.180643236524217,1.29548500241415
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI TRPAS2,20,0.02859175,2.58830929,0.180643017653694,1.29548486316418
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,20,0.02859181,2.58830901,0.180642988324279,1.29548474096193
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,19,0.02859185,2.58830884,0.180643085354743,1.29548461775884
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,19,0.02859186,2.58830847,0.180643022174843,1.29548463343609
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 PDH POX PPKr PPS PYRtex SUCOAS TPI TRPAS2,18,0.02859189,2.5883083,0.180642832635408,1.2954846351782
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI,23,0.02861865,2.58804225,0.180627667622337,1.29543767151034
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI,22,0.02861869,2.58804208,0.180627764583215,1.2954375483404
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI,22,0.02861875,2.5880418,0.180627735313387,1.29543742613365
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI,22,0.02861878,2.58804165,0.180627545968067,1.29543742685516
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PYRtex SUCOAS TPI,21,0.02861879,2.58804163,0.180627832273831,1.29543730296389
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI,21,0.02861873,2.58804154,0.180627861543821,1.2954374430052
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI,21,0.02861882,2.58804148,0.180627642928674,1.29543730368535
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI,21,0.02861888,2.5880412,0.180627613659235,1.29543718147853
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PYRtex SUCOAS TPI,20,0.02861892,2.58804103,0.180627710619408,1.29543705830889
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI,20,0.02861886,2.58804094,0.18062773988901,1.29543719835029
ABTA F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 PDH POX PPKr PPS PYRtex SUCOAS TPI,19,0.02861896,2.58804049,0.180627458160604,1.29543707565902
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI,22,0.02861978,2.58803715,0.180627524041065,1.2954352184625
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI,21,0.02861982,2.58803698,0.180627271590108,1.29543521797559
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI,21,0.02861988,2.5880367,0.18062724232247,1.2954350957686
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI,21,0.02861992,2.58803655,0.180627339279774,1.29543497163616
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI,20,0.02861986,2.58803644,0.180627368547575,1.29543511264192
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI,20,0.02861996,2.58803638,0.180627436236808,1.29543484846786
ABTA CLt3_2pp F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI,20,0.02861993,2.58803616,0.180627625574207,1.29543486558355
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT OPHHX PDH POX PPKr PPS PYRtex SUCOAS TPI,20,0.02862002,2.58803609,0.180627406968968,1.29543472674302
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 OHPBAT PDH POX PPKr PPS PYRtex SUCOAS TPI,19,0.02862006,2.58803592,0.180627503925568,1.2954346035749
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI,19,0.02862,2.58803584,0.180627533193571,1.29543474313449
ABTA F6PA FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 NDPK4 PDH POX PPKr PPS PYRtex SUCOAS TPI,18,0.0286201,2.58803538,0.180627600881898,1.29543449824172
ABTA AKGDH CBMKr CBPS F6PA GLYK MTHFC NDPK2 PDH PFL POX PYRtex RPE SERtex TPI,15,0.0299165,2.58787898,0.170690755937359,1.29579428929535
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT OPHHX PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI,22,0.02863175,2.58785848,0.180617321679604,1.29541829167809
ABTA CLt3_2pp F6PA FESR FORtppi FRD2 GLYK HADPCOADH NADH16pp NADH18pp NDPK2 NDPK3 OHPBAT PDH POX PPKr PPS PUNP1 PYRtex SUCOAS TPI,21,0.02863179,2.58785831,0.180617418610572,1.29541816852387
